시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
㈜모스트팜,일반종합도매,경기도 수원시 영통구 청명로21번길 15,경기도 수원시 영통구 영통동 1013-16,37.2498999188,127.0791360143,영업,N,N,031-546-0763,경기도 수원시 영통구보건소,2024-07-04,3740000,경기도 수원시
㈜코코팜,일반종합도매,경기도 수원시 영통구 영통로 127,경기도 수원시 영통구 망포동 543-2,37.2387308079,127.0557737392,영업,N,N,,경기도 수원시 영통구보건소,2024-07-04,3740000,경기도 수원시
비아다빈치,일반종합도매,경기도 수원시 영통구 웰빙타운로 47,경기도 수원시 영통구 하동 986-2,37.3051086514,127.0462345201,영업,N,N,031-337-2300,경기도 수원시 영통구보건소,2024-07-04,3740000,경기도 수원시
백광의약품(주),일반종합도매,"서울특별시 영등포구 버드나루로6길 10,백광빌딩1층(영등포동2가)",,37.5224854835,126.9126552784,영업,Y,Y,02-2068-0100,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
대성공업약품(주),원료의약품도매,"서울특별시 영등포구 가마산로 336,대성빌딩 지하1층 101호(대림동)",,37.49908588,126.8968149,영업,Y,Y,02-834-4142,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한창화학(주),원료의약품도매,"서울특별시 영등포구 당산로 36길 9-6,1층(당산동4가)",,37.52832949,126.8991051,영업,Y,Y,02-2679-2275,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
강원유통약업사,한약도매,"서울특별시 영등포구 당산로 160-7,1층(당산동4가)",,37.52857135,126.8984072,영업,Y,Y,02-2635-1487,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜천지인팜,일반종합도매,"서울특별시 영등포구디지털로 69길 12 ,지하1층(대림동, 대림동2차한신아파트상가동)",,37.4951962,126.9045955,영업,Y,Y,02-843-2070,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜유화약품,일반종합도매,"서울특별시 영등포구대림로 208,3층(대림동)",,37.4992496478,126.8983284857,영업,Y,Y,02-836-4500,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜신창약품,일반종합도매,"서울특별시 영등포구가마산로41길 6,2층(대림동)",,37.50174135,126.8986145,영업,Y,Y,02-846-4677,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜로제비떼코리아,일반종합도매,"서울특별시 영등포구대림로 208,은성빌딩3층(대림동)",,37.4992496478,126.8983284857,영업,Y,Y,02-849-0172,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜광신약품,일반종합도매,"서울특별시 영등포구대림로31나길 18,2층(대림동)",,37.4969564519,126.8966150778,영업,Y,Y,02-847-2500,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜한솔파마,일반종합도매,"서울특별시 영등포구경인로 114 가길 12,지하101호(영등포동1가)",,37.5176415966,126.9137507992,영업,Y,Y,02-845-2626,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
메디팜(주),일반종합도매,"서울특별시 영등포구당산로2길 12 ,에이스테크노타워 101호(문래동3가)",,37.5151021894,126.8954334775,영업,Y,Y,02-6670-9300,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
이에스엠티(주),일반종합도매,"서울특별시 영등포구대림로 34다길2,2층(대림동)",,37.4989283,126.8995353,영업,Y,Y,02-844-7114,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜녹색약품,일반종합도매,"서울특별시 영등포구여의대방로 29길 9,1층(신길동, 동훈노보빌아파트상가동)",,37.49949796,126.919079,영업,Y,Y,02-835-6518,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
가람약품,일반종합도매,"서울특별시 영등포구대림로34다길 6,2층(대림동)",,37.49913756,126.8994837,영업,Y,Y,02-2677-2781,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한강약품(주),일반종합도매,"서울특별시 영등포구선유로 49,3층(문래동6가, 미주프라자아파트상가동)",,37.5182931995,126.8887461756,영업,Y,Y,02-2635-8550,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
남양약품㈜,일반종합도매,"서울특별시 영등포구양평로30길 22,4층(양평동6가)",,37.5420270427,126.888973094,영업,Y,Y,02-374-9111,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜크라운팜,일반종합도매,"서울특별시 영등포구국회대로38길 15, 당산한양아파트상가 지층(당산동3가)",,37.5251949227,126.9016951455,영업,Y,Y,02-3667-2875,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
오리엔탈파마,일반종합도매,"서울특별시 영등포구버드나루로 135,당산빌딩 3층(당산동)",,37.53016723,126.9070925,영업,Y,Y,02-454-2381,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜신화어드밴스,일반종합도매,"서울특별시 영등포구선유로9길10, 문래SKV1center 215호 216호(문래동6가)",,37.5178672259,126.8871533355,영업,Y,Y,02-834-7971,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜제이에스메디팜,일반종합도매,"서울특별시 영등포구대림로241,3층 1호(대림동)",,37.50205461,126.896506,영업,Y,Y,02-847-0818,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜파마존,일반종합도매,"서울특별시 영등포구선유로 9,403호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,02-571-1311,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜메디컴케어,일반종합도매,"서울특별시 영등포구가마산로 48길 16,1층(대림동)",,37.50148686,126.901219,영업,Y,Y,02-849-4160,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜윌로우팜,일반종합도매,"서울특별시 영등포구여의대방로43라길 6,신길프라자4층(신길동)",,37.5077493,126.9200383,영업,Y,Y,02-831-1309,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
(주)에이앤팜,일반종합도매,"서울특별시 영등포구영등포로 254,우성타워A동 지하1층(영등포동3가)",,37.51868356,126.9095982,영업,Y,Y,02-2637-4141,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
건인약품㈜,일반종합도매,"서울특별시 영등포구선유서로17, 문래동 빅토리 테크노 타워 6층(문래동5가)",,37.5174477661,126.8838558473,영업,Y,Y,02-711-4492,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
조아제약㈜,일반종합도매,"서울특별시 영등포구당산로2길 12, 에이스테크노타워 101호-B 인사총무팀(문래동3가)",,37.5151021894,126.8954334775,영업,Y,Y,02-6670-9232,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
영신상사,의료용고압가스,"서울특별시 영등포구경인로 94길 3-19,1층(문래동1가)",,37.5147456561,126.9032500019,영업,Y,Y,02-2678-1242,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
구주제약(주)(서울출장소),일반종합도매,"서울특별시 영등포구버드나루로 50,리버타워 오피스텔 2층(영등포동2가)",,37.52317659,126.9111366,영업,Y,Y,02-2672-1122,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
웰팜플러스(주),일반종합도매,"서울특별시 영등포구선유서로 21길 15,상가동 지하19호(양평동2가, 양평동 벽산블루밍아파트)",,37.5224140396,126.8835277839,영업,Y,Y,02-2632-0544,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜우성약품,일반종합도매,"서울특별시 영등포구선유서로17, 빅토리테크노타워6층 602호(문래동5가)",,37.5174477661,126.8838558473,영업,Y,Y,02-2631-7040,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한국쓰리엠㈜,일반종합도매,"서울특별시 영등포구 의사당대로 82,하나대투증권빌딩 지하1층(여의도동)",,37.5226809582,126.9218538267,영업,Y,Y,02-3771-4105,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한미종합가스,의료용고압가스,"서울특별시 영등포구대림로39길 23,1층(대림동)",,37.4992163623,126.895191572,영업,Y,Y,02-844-6786,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
강남가스상사,의료용고압가스,"서울특별시 영등포구도림로139가길 5,1층(문래동2가)",,37.5138699992,126.8936419428,영업,Y,Y,02-2633-2345,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
대한가스상사,의료용고압가스,"서울특별시 영등포구양평로14길 20,1층(당산동6가)",,37.5368862,126.9002688,영업,Y,Y,02-2633-1037,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
(주)서울유니온약품,일반종합도매,"서울특별시 영등포구선유로9 ,1층(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,02-2635-1800,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜유팜,일반종합도매,"서울특별시 영등포구영등포로 36길 7,3층(영등포동4가)",,37.51929909,126.9037386,영업,Y,Y,02-3443-3053,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜하이스트팜,일반종합도매,"서울특별시 영등포구대림로35가길15, 2층(대림동)",,37.49762324,126.8981206,영업,Y,Y,02-835-4300,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜굿파마,원료의약품도매,"서울특별시 영등포구가마산로 508,굿윌스빌딩 3층(신길동)",,37.5051263233,126.9125719092,영업,Y,Y,02-6928-3396,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
뉴딜팜㈜,일반종합도매,"서울특별시 영등포구대림로198, 306호(대림동)",,37.4985018888,126.8986264669,영업,Y,Y,02-831-6344,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한라약품㈜,일반종합도매,"서울특별시 영등포구 경인로77길 14, 3층(문래동2가)",,37.5130059087,126.892912823,영업,Y,Y,02-858-1424,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
엠디넷코리아,일반종합도매,"서울특별시 영등포구국회대로 56길 17,2층(영등포동7가)",,37.52374443,126.909859,영업,Y,Y,02-586-6006,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
팜앤팜,일반종합도매,"서울특별시 영등포구양평로24길9, 양평동한신아파트109동 상가 1-21호(양평동5가)",,37.5402803267,126.8917458316,영업,Y,Y,02-3667-0920,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
메디스팜㈜,일반종합도매,"서울특별시 영등포구당산로 44길 3,삼성타운 415-2호(당산동5가)",,37.53191435,126.9010775,영업,Y,Y,02-2678-7601,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
로드메디칼,일반종합도매,"서울특별시 영등포구선유로9,402-1(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,02-2633-3179,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜남신팜,일반종합도매,"서울특별시 영등포구신길로62길 1,5층(영등포본동)",,37.51584524,126.9127316,영업,Y,Y,02-6925-5611,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜미소팜,일반종합도매,"서울특별시 영등포구가마산로354, 송림빌딩지하1층(대림동)",,37.50013057,126.8983368,영업,Y,Y,02-841-9557,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
지성팜주식회사,일반종합도매,"서울특별시 영등포구가마산로 364,403호(대림동)",,37.50094613,126.8990356,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
그루팜,일반종합도매,"서울특별시 영등포구버드나루로 6길 10,백광빌딩 510호(영등포동2가)",,37.5224854835,126.9126552784,영업,Y,Y,02-2632-9431,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜비케이헬스케어,일반종합도매,"서울특별시 영등포구버드나루로 6길 10,백광빌딩 404호(영등포동2가)",,37.5224854835,126.9126552784,영업,Y,Y,070-4060-6713,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
(주)새론팜,일반종합도매,"대구광역시 북구 한강로8길 13-4, 5층 501호 (금호동)",,35.8953852092,128.518639,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)바로메디,일반종합도매,"대구광역시 북구 한강로8길 13-4, 주건축물제1동 5층 506-2호 (금호동)",,35.8953852092,128.518639,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
제이케이팜,일반종합도매,"대구광역시 북구 환성정길 36, 2층 (서변동)",,35.9242256,128.5941582584,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
와이지엠바이오,일반종합도매,"대구광역시 북구 호국로 209, 6층 (서변동)",,35.9204633007,128.5989796428,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)미래약품,일반종합도매,"대구광역시 북구 유통단지로8길 108-9, 1층 (산격동)",,35.9067561966,128.6163286498,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 씨드약품,일반종합도매,"대구광역시 북구 한강로8길 13-4, 주건축물제1동 5층 506호 (금호동)",,35.8953852092,128.518639,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
MUA메디(엠유에이메디),일반종합도매,"대구광역시 북구 호국로 807-25, 1층 (학정동)",,35.9562432151,128.5664006172,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
조은팜,일반종합도매,"대구광역시 북구 학정로 551-50, 2층 (학정동)",,35.9544860475,128.564898,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
오션팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",,35.88156657,128.581093946,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
책임약품,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 202호 (산격동)",,35.908868,128.6166877162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
다온팜,일반종합도매,"대구광역시 북구 유통단지로8길 121-7, 2층 (산격동)",,35.9084656321,128.6163366179,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
서경약품,일반종합도매,"대구광역시 북구 환성정길 12-8, 주1동 2층 일부 (서변동)",,35.9229998289,128.5955453159,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 로하스,일반종합도매,"대구광역시 북구 원대로 46, 2층 (고성동3가)",,35.88156657,128.581093946,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
동흥약품 주식회사,일반종합도매,"대구광역시 북구 호국로 245, 4층 (서변동)",,35.9237095398,128.5989804149,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 아리아파마,일반종합도매,"대구광역시 북구 호국로 245, 3층 (서변동)",,35.9237095398,128.5989804149,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 다온팜,일반종합도매,"대구광역시 북구 호국로51길 5-27, 401B호 (서변동)",,35.9232,128.598691,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)굿모닝팜,일반종합도매,"대구광역시 북구 유통단지로8길 120-4, 2층 (산격동)",,35.907498,128.617034463,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
청정팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",,35.88156657,128.581093946,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)대성팜,일반종합도매,"대구광역시 북구 동암로12길 21, 402호 (동천동)",,35.9432116679,128.556680673,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
다올약품,일반종합도매,"대구광역시 북구 한강로8길 21-3, 3층 303 일부호 (금호동)",,35.8949237875,128.5192051926,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 인베스트팜,일반종합도매,"대구광역시 북구 검단공단로 33, 2층 203호 (산격동)",,35.908868,128.6166877162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
파비스팜,일반종합도매,"대구광역시 북구 구암로21길 6, 상가동 2층 209호 (읍내동, 칠곡코스모스한양아파트)",,35.9327537681,128.5528201993,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
진약품,일반종합도매,"대구광역시 북구 검단공단로 33, 2층 205호 (산격동)",,35.908868,128.6166877162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
웰바이오,일반종합도매,"대구광역시 북구 한강로4길 9, 301호 일부 (사수동)",,35.8960791073,128.514569,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)알파바이오팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",,35.88156657,128.581093946,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
계성메디칼,일반종합도매,"대구광역시 북구 동암로12길 21, 4층 (동천동)",,35.9432116679,128.556680673,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)건국팜,일반종합도매,"대구광역시 북구 학정로 551-50, 2층 (학정동)",,35.9544860475,128.5648639112,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
창성메디칼,일반종합도매,"대구광역시 북구 호국로 245, 5층 (서변동)",,35.9237095398,128.5989804149,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
건강팜,일반종합도매,"대구광역시 북구 동암로12길 21, 4층 (동천동)",,35.9432116679,128.556680673,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 빅토파마,일반종합도매,"대구광역시 북구 유통단지로8길 108-11, 주건축물제1동 1층 (산격동)",,35.9065934522,128.6164624665,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 청명약품,일반종합도매,"대구광역시 북구 유통단지로13길 41-8, 3층 (산격동)",,35.9096322498,128.6061034409,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
다온약품,일반종합도매,"대구광역시 북구 호국로51길 5-27, 4층 401A호 (서변동)",,35.9232,128.59868,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
동흥메디칼,일반종합도매,"대구광역시 북구 호국로 245, 5층 (서변동)",,35.9237095398,128.5989804149,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 지니팜,일반종합도매,"대구광역시 북구 호국로51길 5-33, 2층 (서변동)",,35.9229166656,128.5986936841,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
대흥메디칼,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 209호 (산격동)",,35.908868,128.6166877162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
진성팜,일반종합도매,"대구광역시 북구 노원동로11길 7-3, 2층 (노원동3가)",,35.894028,128.5764001278,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
신흥메디컬,일반종합도매,"대구광역시 북구 검단로 117, 상가동 404호 (검단동, 유성아파트)",,35.907451,128.6201345654,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 포메디,일반종합도매,"대구광역시 북구 대현로 23-2, 1층 (대현동)",,35.8861241012,128.6030749162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
해솔약품,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",,35.88156657,128.581093946,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
삼영메디칼,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 208호 (산격동)",,35.908868,128.6166877162,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
라온메디팜(주),일반종합도매,"대구광역시 북구 동북로 345, 401동 4층 401-1호 (복현동, 복현푸르지오)",,35.8925890167,128.6273480083,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
청명약품,일반종합도매,"대구광역시 북구 유통단지로13길 41-8, 3층 (산격동)",,35.9096322498,128.6061034409,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
동서한약도매상,한약도매,"대구광역시 북구 산격로9길 17, 1층 (산격동)",,35.8948032832,128.6033552412,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
이안한약품,한약도매,"대구광역시 북구 호국로43길 7-19, 4층 (서변동)",,35.9201517872,128.598640686,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
성화종합가스,기타,"대구광역시 북구 3공단로10길 3-5, 1층 (노원동3가)",,35.893872012,128.5586950936,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)모두메디칼,일반종합도매,"대구광역시 북구 동북로 345, 401동 4층 401-1 일부호 (복현동, 복현푸르지오)",,35.8925890167,128.6273480083,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
협진약품,일반종합도매,"대구광역시 북구 연암로 88-7, 5층 (산격동)",,35.8928104664,128.5950358928,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
신광특수가스,기타,대구광역시 북구 검단공단로21길 40 (산격동),,35.9116617648,128.6104504076,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
에이치케이(HK)약품,일반종합도매,"대구광역시 북구 동암로12길 15, 2층 (동천동)",,35.9436172277,128.556935,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
다우약품,일반종합도매,"대구광역시 북구 동암로12길 24-12, 3층 (동천동)",,35.9436443453,128.5558992517,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
한국팜,일반종합도매,"대구광역시 북구 동암로12길 24, 4층 (동천동, 도계빌딩)",,35.9429648466,128.556138,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
삼원한약품,한약도매,대구광역시 북구 노원로17길 18-23 (노원동3가),,35.8969900063,128.5711515402,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
디케이팜(DK팜),일반종합도매,"대구광역시 북구 구암로65길 2, 4층 (구암동)",,35.9405547252,128.569373,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
명성종합가스,기타,대구광역시 북구 3공단로27길 27 (노원동3가),,35.9001811251,128.5656194024,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
대보당한약도매업소,한약도매,"대구광역시 북구 오봉로6길 21, 1층 (노원동1가)",,35.8898679653,128.5791096081,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)한신가스,기타,대구광역시 북구 노원로47길 3 (침산동),,35.9016080626,128.5848730186,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
제일종합에너지,기타,"대구광역시 북구 동북로 31, 1층 (산격동)",,35.9021128959,128.5970920735,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
명진약품,일반종합도매,"대구광역시 북구 동암로12길 17, 3층 (동천동)",,35.9434108508,128.55687,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
지에스누리팜,일반종합도매,"대구광역시 북구 공항로 10-7, 3층 (복현동)",,35.897423573,128.6167379137,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)유니팜,일반종합도매,"대구광역시 북구 호국로43길 8-16, 2층 일부 (서변동)",,35.9219169453,128.5986666901,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
주식회사 한주약품,일반종합도매,"대구광역시 북구 동북로 287, 2,3층 (복현동)",,35.893077,128.6215488482,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
태성약품,일반종합도매,"대구광역시 북구 학남로 43-30, 1층 (학정동)",,35.9499643908,128.5689239483,영업,Y,N,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
네오팜메디텍,일반종합도매,"대구광역시 북구 학정로13길 25, 2층 (태전동)",,35.9161570222,128.549267,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)세종약품판매,일반종합도매,"대구광역시 북구 환성정길 12-8, 1,2층 (서변동)",,35.9229998289,128.5955453159,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
유안메디칼 주식회사,일반종합도매,"대구광역시 북구 호국로 249, 5층 (서변동)",,35.9240217492,128.5989626601,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
㈜동원약품,일반종합도매,"대구광역시 북구 검단공단로 33, 3층 (산격동)",,35.908868,128.6166877162,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
만보당약업사,한약도매,대구광역시 북구 팔달로33길 28 (노원동3가),,35.889967374,128.5676232588,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
동성약업사,한약도매,"대구광역시 북구 태암로18길 28, 1층 (구암동)",,35.925405766,128.5545198578,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
청운약업사,한약도매,대구광역시 북구 팔거천서로 43-2 (태전동),,35.9289620327,128.551447,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
㈜경동사,일반종합도매,대구광역시 북구 연암로 199 경동사,,35.902509,128.595584,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
에어젠,기타,"대구광역시 북구 검단북로2길 18, 제3동 2층 (산격동)",,35.9125474273,128.6089228502,영업,Y,Y,,대구광역시 북구보건소,2023-07-12,3450000,대구광역시 북구
(주)아헬즈,일반종합도매,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 SKV1 제에이동 제113호 (구갈동)",경기도 용인시 기흥구 구갈동 679,37.279972,127.119356,영업,Y,Y,02-429-7800,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
㈜비제이,일반종합도매,"경기도 용인시 기흥구 흥덕중앙로 55, 리써밋타워 811호 (영덕동)",경기도 용인시 기흥구 영덕동 975-5 리써밋타워,37.27673261,127.0729388,영업,N,N,,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
전국한약약업사,한약도매,충청남도 금산군 금산읍 인삼광장로 47,,36.10150703,127.4989588,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대한도매약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
부부약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
도원당건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
영구당건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
성진약업사,한약도매,충청남도 금산군 금산읍 약초로 50,,36.10041223,127.4985501,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
